day,month,year,hour,minute,second,intensity,reactive,voltage,abnormal
17,12,2006,2,22,0,3.2,0.242,246.94,0
17,12,2006,2,23,0,10.2,0.142,245.35,0
17,12,2006,2,24,0,1,0.1,244.97,0
17,12,2006,2,25,0,1,0.096,244.97,0
17,12,2006,2,26,0,5,0.126,246.17,0
17,12,2006,2,27,0,1.4,0.13,247.3,0
17,12,2006,2,28,0,1,0.102,244.96,0
17,12,2006,2,29,0,9.8,0.092,244.2,0
17,12,2006,2,30,0,1,0.098,243.93,0
17,12,2006,2,31,0,8.8,0.1,244.35,0
17,12,2006,2,32,0,1.2,0,246.64,0
17,12,2006,2,33,0,3.6,0,246.7,0
17,12,2006,2,34,0,9.6,0,244.7,0
17,12,2006,2,35,0,9.6,0,245.05,0
17,12,2006,2,36,0,9,0,246.52,0
17,12,2006,2,37,0,0.8,0,248.94,0
17,12,2006,2,38,0,5.8,0,247.33,0
17,12,2006,2,39,0,9.6,0,245.39,0
17,12,2006,2,40,0,9.6,0,245.71,0
17,12,2006,2,41,0,8.4,0,246.1,0
17,12,2006,2,42,0,1,0,249.37,0
17,12,2006,2,43,0,4.4,0,249.07,0
17,12,2006,2,44,0,9.6,0,247.31,0
17,12,2006,2,45,0,9.6,0,247.26,0
17,12,2006,2,46,0,7.8,0,245.95,0
17,12,2006,2,47,0,1,0,246.16,0
17,12,2006,2,48,0,7.8,0,244.51,0
17,12,2006,2,49,0,9.6,0,243.91,0
17,12,2006,2,50,0,9.4,0.046,243.68,0
17,12,2006,2,51,0,4.6,0,244.57,0
17,12,2006,2,52,0,0.8,0,245.98,0
17,12,2006,2,53,0,9.6,0,244.32,0
17,12,2006,2,54,0,9.8,0,244.51,0
17,12,2006,2,55,0,1,0.1,244.84,0
17,12,2006,2,56,0,3.8,0.126,247.15,0
17,12,2006,2,57,0,1.8,0.178,246.59,0
17,12,2006,2,58,0,8.4,0.21,244.52,0
17,12,2006,2,59,0,10.4,0.202,243.43,0
17,12,2006,3,0,0,10.4,0.214,244.06,0
17,12,2006,3,1,0,9.8,0.294,245.05,0
17,12,2006,3,2,0,2.6,0.316,247.12,0
17,12,2006,3,3,0,7,0.316,246.86,0
17,12,2006,3,4,0,11.2,0.28,245.41,0
17,12,2006,3,5,0,11.2,0.288,245.27,0
17,12,2006,3,6,0,9,0.214,245.79,0
17,12,2006,3,7,0,2,0.144,247.11,0
17,12,2006,3,8,0,5,0,244.7,0
17,12,2006,3,9,0,9.4,0.046,243.24,0
17,12,2006,3,10,0,9.6,0,243.46,0
17,12,2006,3,11,0,9.4,0.046,243.57,0
17,12,2006,3,12,0,2,0,246.19,0
17,12,2006,3,13,0,0.8,0,247.17,0
17,12,2006,3,14,0,8.8,0,245.69,0
17,12,2006,3,15,0,9.6,0,245.08,0
17,12,2006,3,16,0,9.6,0,243.7,0
17,12,2006,3,17,0,9.2,0,243.92,0
17,12,2006,3,18,0,1,0,245.54,0
17,12,2006,3,19,0,3.2,0,244.88,0
17,12,2006,3,20,0,9.6,0,243.27,0
17,12,2006,3,21,0,9.4,0.048,242.65,0
17,12,2006,3,22,0,9.6,0,243.29,0
17,12,2006,3,23,0,7.4,0,243.73,0
17,12,2006,3,24,0,1,0,245.29,0
17,12,2006,3,25,0,5.2,0,245.38,0
17,12,2006,3,26,0,9.6,0,243.84,0
17,12,2006,3,27,0,9.4,0.048,242.8,0
17,12,2006,3,28,0,9.6,0,242.52,0
17,12,2006,3,29,0,1.4,0,244.9,0
17,12,2006,3,30,0,1.6,0.12,244.81,0
17,12,2006,3,31,0,8.8,0.098,243.8,0
17,12,2006,3,32,0,1,0.098,244.03,0
17,12,2006,3,33,0,1,0.096,244.73,0
17,12,2006,3,34,0,8.4,0.108,244.66,0
17,12,2006,3,35,0,1.4,0.13,246.4,0
17,12,2006,3,36,0,6.4,0.116,245.5,0
17,12,2006,3,37,0,1,0.096,243.49,0
17,12,2006,3,38,0,9.8,0.09,243.08,0
17,12,2006,3,39,0,9.6,0.096,243.17,0
17,12,2006,3,40,0,1.6,0.126,244.44,0
17,12,2006,3,41,0,4.8,0.224,244.05,0
17,12,2006,3,42,0,1,0.138,242.72,0
17,12,2006,3,43,0,9.8,0.066,243.81,0
17,12,2006,3,44,0,9.8,0.062,244.12,0
17,12,2006,3,45,0,2.8,0.096,245.64,0
17,12,2006,3,46,0,3.2,0.088,245.18,0
17,12,2006,3,47,0,9.8,0.064,243.7,0
17,12,2006,3,48,0,9.8,0.058,243.41,0
17,12,2006,3,49,0,9.8,0,243.42,0
17,12,2006,3,50,0,4.8,0,245.53,0
17,12,2006,3,51,0,3,0,246.54,0
17,12,2006,3,52,0,9.6,0,244.63,0
17,12,2006,3,53,0,9.8,0,244.59,0
17,12,2006,3,54,0,9.8,0.082,244.42,0
17,12,2006,3,55,0,7.2,0.1,244.64,0
17,12,2006,3,56,0,1.2,0.11,245.31,0
17,12,2006,3,57,0,7,0.098,243.78,0
17,12,2006,3,58,0,9.8,0.076,242.57,0
17,12,2006,3,59,0,9.8,0.082,243.16,0
17,12,2006,4,0,0,9.8,0.076,243.18,0
17,12,2006,4,1,0,2.6,0.112,245.02,0
17,12,2006,4,2,0,4.2,0.104,244.9,0
17,12,2006,4,3,0,9.8,0.08,242.77,0
17,12,2006,4,4,0,9.8,0.074,242.47,0
17,12,2006,4,5,0,1,0.12,242.14,0
17,12,2006,4,6,0,5.6,0.248,245.15,0
17,12,2006,4,7,0,1.8,0.254,245.86,0
17,12,2006,4,8,0,10.2,0.222,243.47,0
17,12,2006,4,9,0,10.2,0.214,243.36,0
17,12,2006,4,10,0,10.4,0.22,243.54,0
17,12,2006,4,11,0,4.8,0.246,245.68,0
17,12,2006,4,12,0,2,0.256,245.69,0
17,12,2006,4,13,0,9.6,0.216,243.21,0
17,12,2006,4,14,0,10.2,0.22,243.49,0
17,12,2006,4,15,0,10.2,0.212,243.2,0
17,12,2006,4,16,0,8.8,0.23,244.12,0
17,12,2006,4,17,0,1.8,0.256,246.45,0
17,12,2006,4,18,0,5.2,0.078,245.71,0
17,12,2006,4,19,0,9.4,0.046,243.86,0
17,12,2006,4,20,0,9.6,0,243.5,0
17,12,2006,4,21,0,9.4,0.046,243.62,0
17,12,2006,4,22,0,8,0,243.73,0
17,12,2006,4,23,0,0.8,0,245.17,0
17,12,2006,4,24,0,3.6,0,245.13,0
17,12,2006,4,25,0,9.8,0.06,243.67,0
17,12,2006,4,26,0,9.8,0.066,244,0
17,12,2006,4,27,0,9.8,0.06,243.6,0
17,12,2006,4,28,0,9.6,0.064,242.93,0
17,12,2006,4,29,0,1.2,0.088,245.08,0
17,12,2006,4,30,0,3.8,0.092,245.69,0
17,12,2006,4,31,0,14.4,0.05,242.83,0
17,12,2006,4,32,0,14.4,0.054,242.92,0
17,12,2006,4,33,0,14.2,0,243.03,0
17,12,2006,4,34,0,14,0.05,242.95,0
17,12,2006,4,35,0,7.4,0,245.6,0
17,12,2006,4,36,0,5.4,0,245.94,0
17,12,2006,4,37,0,12.4,0,244.16,0
17,12,2006,4,38,0,14,0.056,243.04,0
17,12,2006,4,39,0,14,0.052,242.49,0
17,12,2006,4,40,0,13.8,0.056,242.22,0
17,12,2006,4,41,0,8.2,0.048,244.07,0
17,12,2006,4,42,0,5.8,0.106,244.55,0
17,12,2006,4,43,0,14,0.086,242.89,0
17,12,2006,4,44,0,14.4,0.08,242.65,0
17,12,2006,4,45,0,14.4,0.084,242.63,0
17,12,2006,4,46,0,13.4,0.084,243.15,0
17,12,2006,4,47,0,5.8,0.114,245.1,0
17,12,2006,4,48,0,9,0.1,244.15,0
17,12,2006,4,49,0,14.4,0.082,241.83,0
17,12,2006,4,50,0,14.2,0.076,241.53,0
17,12,2006,4,51,0,14.4,0.082,242.06,0
17,12,2006,4,52,0,14.2,0.08,242.39,0
17,12,2006,4,53,0,6.2,0.104,245.95,0
17,12,2006,4,54,0,5.4,0,246.55,0
17,12,2006,4,55,0,13.6,0.046,243.76,0
17,12,2006,4,56,0,14,0.054,243.58,0
17,12,2006,4,57,0,14,0.05,242.95,0
17,12,2006,4,58,0,13.4,0.054,242.7,0
17,12,2006,4,59,0,5.4,0,244.27,0
17,12,2006,5,0,0,10.4,0,243.14,0
17,12,2006,5,1,0,14,0.052,242.01,0
17,12,2006,5,2,0,14,0.056,242.73,0
17,12,2006,5,3,0,14,0.05,242.7,0
17,12,2006,5,4,0,12.6,0.05,243.77,0
17,12,2006,5,5,0,5.4,0,244.66,0
17,12,2006,5,6,0,9.2,0,243.62,0
17,12,2006,5,7,0,14,0.056,241.41,0
17,12,2006,5,8,0,14,0.054,240.91,0
17,12,2006,5,9,0,14,0.046,240.82,0
17,12,2006,5,10,0,14.2,0.046,240.23,0
17,12,2006,5,11,0,6.2,0.066,242.12,0
17,12,2006,5,12,0,8.4,0.07,242.93,0
17,12,2006,5,13,0,14.2,0.046,242.13,0
17,12,2006,5,14,0,14.2,0.054,242.49,0
17,12,2006,5,15,0,12,0.056,243.69,0
17,12,2006,5,16,0,5.4,0.09,245.93,0
17,12,2006,5,17,0,1.6,0.152,246.45,0
17,12,2006,5,18,0,8.8,0.136,244.33,0
17,12,2006,5,19,0,9.8,0.088,242.87,0
17,12,2006,5,20,0,1,0.094,243.06,0
17,12,2006,5,21,0,9.8,0.092,243.67,0
17,12,2006,5,22,0,1,0.098,244.05,0
17,12,2006,5,23,0,2.6,0.126,246.26,0
17,12,2006,5,24,0,4.4,0.128,246.23,0
17,12,2006,5,25,0,1,0.098,245.16,0
17,12,2006,5,26,0,1,0.1,244.25,0
17,12,2006,5,27,0,9.8,0.09,243.19,0
17,12,2006,5,28,0,5.8,0.112,243.77,0
17,12,2006,5,29,0,1.2,0.118,244.73,0
17,12,2006,5,30,0,7.8,0,243.03,0
17,12,2006,5,31,0,9.4,0.048,242.67,0
17,12,2006,5,32,0,9.6,0,242.87,0
17,12,2006,5,33,0,9.2,0.046,243.03,0
17,12,2006,5,34,0,1,0,244.96,0
17,12,2006,5,35,0,4.8,0,244.5,0
17,12,2006,5,36,0,9.6,0,242.56,0
17,12,2006,5,37,0,9.4,0,242.61,0
17,12,2006,5,38,0,9.4,0.048,242.19,0
17,12,2006,5,39,0,4.8,0,243.74,0
17,12,2006,5,40,0,2.6,0,244.4,0
17,12,2006,5,41,0,9.6,0,242.39,0
17,12,2006,5,42,0,9.4,0.048,242.51,0
17,12,2006,5,43,0,9.6,0,242.61,0
17,12,2006,5,44,0,5.2,0,243.82,0
17,12,2006,5,45,0,5.4,0,243.55,0
17,12,2006,5,46,0,9.4,0.05,242.22,0
17,12,2006,5,47,0,9.6,0,242.6,0
17,12,2006,5,48,0,8.4,0,243.74,0
17,12,2006,5,49,0,1,0,247.08,0
17,12,2006,5,50,0,9.2,0,244.99,0
17,12,2006,5,51,0,9.6,0,245.62,0
17,12,2006,5,52,0,8.6,0,245.71,0
17,12,2006,5,53,0,1.2,0,246.97,0
17,12,2006,5,54,0,9.2,0.098,244.63,0
17,12,2006,5,55,0,10.4,0.188,244.72,0
17,12,2006,5,56,0,9,0.212,245.14,0
17,12,2006,5,57,0,2,0.244,246.58,0
17,12,2006,5,58,0,9.2,0.206,244.28,0
17,12,2006,5,59,0,10.4,0.202,243.58,0
17,12,2006,6,0,0,9.2,0.206,244.36,0
17,12,2006,6,1,0,1.8,0.238,245.77,0
17,12,2006,6,2,0,9.2,0.204,243.95,0
17,12,2006,6,3,0,10.2,0.176,243.01,0
17,12,2006,6,4,0,7,0.2,245.34,0
17,12,2006,6,5,0,4,0.258,246,0
17,12,2006,6,6,0,1,0.11,243.7,0
17,12,2006,6,7,0,9.8,0.082,243.53,0
17,12,2006,6,8,0,6.8,0.096,243.92,0
17,12,2006,6,9,0,2.8,0.106,244.99,0
17,12,2006,6,10,0,1,0.08,243.06,0
17,12,2006,6,11,0,9.8,0.072,241.95,0
17,12,2006,6,12,0,9.8,0.078,242.35,0
17,12,2006,6,13,0,1.8,0.106,244.82,0
17,12,2006,6,14,0,6.6,0.098,243.99,0
17,12,2006,6,15,0,9.8,0.076,242.91,0
17,12,2006,6,16,0,1,0.086,242.84,0
17,12,2006,6,17,0,1,0.082,243.09,0
17,12,2006,6,18,0,1,0.084,242.41,0
17,12,2006,6,19,0,9.8,0.08,242.63,0
17,12,2006,6,20,0,2.4,0.116,244.86,0
17,12,2006,6,21,0,1.4,0.112,245.05,0
17,12,2006,6,22,0,9.8,0.088,243.36,0
17,12,2006,6,23,0,9.8,0.084,243.66,0
17,12,2006,6,24,0,10.6,0.092,244.02,0
17,12,2006,6,25,0,11.4,0.086,243.85,0
17,12,2006,6,26,0,11,0.09,243.73,0
17,12,2006,6,27,0,7,0.098,244.93,0
17,12,2006,6,28,0,3.8,0.088,244.83,0
17,12,2006,6,29,0,13.2,0.048,242.05,0
17,12,2006,6,30,0,13.6,0.094,241.89,0
17,12,2006,6,31,0,11.6,0.094,242.62,0
17,12,2006,6,32,0,5,0.124,244.76,0
17,12,2006,6,33,0,4.6,0.116,244.4,0
17,12,2006,6,34,0,2.6,0.128,245.39,0
17,12,2006,6,35,0,3.2,0.122,245.94,0
17,12,2006,6,36,0,3.4,0.126,245.84,0
17,12,2006,6,37,0,3.2,0.116,244.5,0
17,12,2006,6,38,0,3.2,0.116,244.02,0
17,12,2006,6,39,0,2.8,0.12,244.13,0
17,12,2006,6,40,0,3,0.136,244.35,0
17,12,2006,6,41,0,3.2,0.228,244.3,0
17,12,2006,6,42,0,2.8,0.14,244.14,0
17,12,2006,6,43,0,2.6,0.09,244.49,0
17,12,2006,6,44,0,2.6,0.084,244.14,0
17,12,2006,6,45,0,2.6,0.088,243.94,0
17,12,2006,6,46,0,2.6,0.082,243.58,0
17,12,2006,6,47,0,2.6,0.09,244.64,0
17,12,2006,6,48,0,2.6,0.084,244.26,0
17,12,2006,6,49,0,2,0.092,244.46,0
17,12,2006,6,50,0,1.2,0,245.54,0
17,12,2006,6,51,0,1.4,0,246.01,0
17,12,2006,6,52,0,1.6,0,245.94,0
17,12,2006,6,53,0,2.2,0,245.22,0
17,12,2006,6,54,0,1.8,0,244.45,0
17,12,2006,6,55,0,1.2,0,243.96,0
17,12,2006,6,56,0,1,0,243.39,0
17,12,2006,6,57,0,1,0,244.35,0
17,12,2006,6,58,0,0.8,0,244.26,0
17,12,2006,6,59,0,1,0,244.62,0
17,12,2006,7,0,0,1,0,244.67,0
17,12,2006,7,1,0,1,0,244.23,0
17,12,2006,7,2,0,1,0,244.87,0
17,12,2006,7,3,0,1,0,243.64,0
17,12,2006,7,4,0,0.8,0,242.49,0
17,12,2006,7,5,0,1.4,0,242.25,0
17,12,2006,7,6,0,1.4,0.104,242.08,0
17,12,2006,7,7,0,1.4,0.108,241.89,0
17,12,2006,7,8,0,1.4,0.108,242.08,0
17,12,2006,7,9,0,1.4,0.11,242.57,0
17,12,2006,7,10,0,1.4,0.114,243.04,0
17,12,2006,7,11,0,1.4,0.108,242.59,0
17,12,2006,7,12,0,1.4,0.112,242.55,0
17,12,2006,7,13,0,1.4,0.108,242.8,0
17,12,2006,7,14,0,9.4,0.086,240.97,0
17,12,2006,7,15,0,9.6,0.072,239.16,0
17,12,2006,7,16,0,9.8,0.076,239.21,0
17,12,2006,7,17,0,9.8,0.074,239.79,0
17,12,2006,7,18,0,9.6,0,239.78,0
17,12,2006,7,19,0,9.4,0.056,239.92,0
17,12,2006,7,20,0,9.4,0.052,240.03,0
17,12,2006,7,21,0,9.4,0.056,239.9,0
17,12,2006,7,22,0,9.4,0.048,241.23,0
17,12,2006,7,23,0,9.4,0.054,241.35,0
17,12,2006,7,24,0,9.4,0.048,241.01,0
17,12,2006,7,25,0,9.6,0,241.57,0
17,12,2006,7,26,0,9.8,0.054,241.27,0
17,12,2006,7,27,0,9.6,0.048,240.92,0
17,12,2006,7,28,0,9.8,0.05,240.04,0
17,12,2006,7,29,0,9.6,0,239.39,0
17,12,2006,7,30,0,9.6,0.048,238.93,0
17,12,2006,7,31,0,9.6,0,239.46,0
17,12,2006,7,32,0,3.2,0.08,242.27,0
17,12,2006,7,33,0,1.2,0.076,242.22,0
17,12,2006,7,34,0,8,0,242.55,0
17,12,2006,7,35,0,9.4,0.05,242.88,0
17,12,2006,7,36,0,9.6,0.046,242.18,0
17,12,2006,7,37,0,9.4,0.052,242.16,0
17,12,2006,7,38,0,9.4,0.046,241.97,0
17,12,2006,7,39,0,9.4,0.05,241.71,0
17,12,2006,7,40,0,9.4,0.052,241.53,0
17,12,2006,7,41,0,9.8,0,241.3,0
17,12,2006,7,42,0,2,0.114,244.31,0
17,12,2006,7,43,0,1.4,0.124,244.83,0
17,12,2006,7,44,0,8.2,0.096,243.37,0
17,12,2006,7,45,0,1,0.088,242.04,0
17,12,2006,7,46,0,9.8,0.084,242.24,0
17,12,2006,7,47,0,1,0.088,242.1,0
17,12,2006,7,48,0,9.8,0.082,241.56,0
17,12,2006,7,49,0,9.8,0.086,241.57,0
17,12,2006,7,50,0,9.8,0.08,241.33,0
17,12,2006,7,51,0,6.4,0.108,243.28,0
17,12,2006,7,52,0,1.2,0.118,244.95,0
17,12,2006,7,53,0,4.4,0.12,244.83,0
17,12,2006,7,54,0,9.8,0,242.85,0
17,12,2006,7,55,0,9.6,0.046,242.06,0
17,12,2006,7,56,0,9.4,0.054,241.04,0
17,12,2006,7,57,0,9.4,0.05,240.31,0
17,12,2006,7,58,0,9.4,0.054,240.95,0
17,12,2006,7,59,0,9.4,0.05,240.67,0
17,12,2006,8,0,0,9.4,0.056,240.9,0
17,12,2006,8,1,0,9.4,0.05,240.97,0
17,12,2006,8,2,0,1.2,0,243.21,0
17,12,2006,8,3,0,1,0,243.6,0
17,12,2006,8,4,0,9.4,0.052,241.99,0
17,12,2006,8,5,0,9.4,0.048,241.62,0
17,12,2006,8,6,0,9.4,0.052,241.37,0
17,12,2006,8,7,0,9.4,0.048,241.44,0
17,12,2006,8,8,0,9.4,0.054,240.62,0
17,12,2006,8,9,0,9.6,0,241.27,0
17,12,2006,8,10,0,4,0.084,243.88,0
17,12,2006,8,11,0,1.2,0.082,243.68,0
17,12,2006,8,12,0,8.4,0.06,241.11,0
17,12,2006,8,13,0,9.6,0.048,240.67,0
17,12,2006,8,14,0,9.8,0.054,241.1,0
17,12,2006,8,15,0,9.6,0.052,241.84,0
17,12,2006,8,16,0,9.8,0.056,241.48,0
17,12,2006,8,17,0,1,0.134,240.97,0
17,12,2006,8,18,0,10.4,0.256,239.37,0
17,12,2006,8,19,0,3.8,0.226,241.48,0
17,12,2006,8,20,0,1.8,0.234,241.86,0
17,12,2006,8,21,0,7.6,0.212,241.11,0
17,12,2006,8,22,0,10.2,0.208,241.06,0
17,12,2006,8,23,0,10.2,0.202,241.06,0
17,12,2006,8,24,0,10.2,0.214,242.36,0
17,12,2006,8,25,0,10.2,0.21,242.66,0
17,12,2006,8,26,0,10.2,0.212,242.06,0
17,12,2006,8,27,0,9,0.214,242.4,0
17,12,2006,8,28,0,2,0.246,244.02,0
17,12,2006,8,29,0,1.8,0.24,243.78,0
17,12,2006,8,30,0,8.6,0.196,241.39,0
17,12,2006,8,31,0,9.8,0.068,241.03,0
17,12,2006,8,32,0,9.8,0.07,240.69,0
17,12,2006,8,33,0,9.6,0.064,240.11,0
17,12,2006,8,34,0,9.8,0.068,239.68,0
17,12,2006,8,35,0,9.6,0.064,240.17,0
17,12,2006,8,36,0,9.8,0.07,240.34,0
17,12,2006,8,37,0,5.4,0.088,242.65,0
17,12,2006,8,38,0,1.2,0.104,243.51,0
17,12,2006,8,39,0,6,0.09,243.08,0
17,12,2006,8,40,0,9.8,0.07,241.42,0
17,12,2006,8,41,0,9.8,0.076,241.94,0
17,12,2006,8,42,0,9.6,0,242.68,0
17,12,2006,8,43,0,9.4,0.05,241.02,0
17,12,2006,8,44,0,9.4,0.054,241.32,0
17,12,2006,8,45,0,9.4,0.05,240.08,0
17,12,2006,8,46,0,1.8,0,241.7,0
17,12,2006,8,47,0,1,0,242.47,0
17,12,2006,8,48,0,7.8,0.046,241.27,0
17,12,2006,8,49,0,9.4,0.048,241.03,0
17,12,2006,8,50,0,9.4,0.054,241.14,0
17,12,2006,8,51,0,9.4,0.05,240.7,0
17,12,2006,8,52,0,9.4,0.056,239.73,0
17,12,2006,8,53,0,12.4,0.218,238.57,0
17,12,2006,8,54,0,11.6,0.17,238.51,0
17,12,2006,8,55,0,6,0.248,239.96,0
17,12,2006,8,56,0,4.2,0.398,240.25,0
17,12,2006,8,57,0,11.2,0.368,239.1,0
17,12,2006,8,58,0,12.4,0.334,239.27,0
17,12,2006,8,59,0,12.6,0.338,238.94,0
17,12,2006,9,0,0,12.2,0.31,239.09,0
17,12,2006,9,1,0,14.2,0.158,239.63,0
17,12,2006,9,2,0,25.4,0.134,237.9,1
17,12,2006,9,3,0,3,0.124,235.57,1
17,12,2006,9,4,0,29.4,0.118,235.35,1
17,12,2006,9,5,0,28.2,0.056,235.15,1
17,12,2006,9,6,0,26.2,0,235.22,1
17,12,2006,9,7,0,25.8,0.05,235.32,1
17,12,2006,9,8,0,2,0.088,237.44,1
17,12,2006,9,9,0,19,0.088,237.25,1
17,12,2006,9,10,0,18.8,0.088,236.34,1
17,12,2006,9,11,0,16.2,0.084,236.82,0
17,12,2006,9,12,0,4.6,0.054,240.88,0
17,12,2006,9,13,0,9,0.066,239.37,0
17,12,2006,9,14,0,9,0,239.17,0
17,12,2006,9,15,0,9.8,0,238.36,0
17,12,2006,9,16,0,1,0,238.96,0
17,12,2006,9,17,0,1,0.064,238.59,0
17,12,2006,9,18,0,1,0.068,238.48,0
17,12,2006,9,19,0,6,0.05,240,0
17,12,2006,9,20,0,1.6,0,240.77,0
17,12,2006,9,21,0,7.8,0,239.72,0
17,12,2006,9,22,0,1,0,239.47,0
17,12,2006,9,23,0,9.8,0.062,239.45,0
17,12,2006,9,24,0,1,0.06,239.23,0
17,12,2006,9,25,0,10.2,0.066,239.37,0
17,12,2006,9,26,0,1,0.066,239.18,0
17,12,2006,9,27,0,8,0.054,239.87,0
17,12,2006,9,28,0,1.8,0,240.71,0
17,12,2006,9,29,0,7.2,0.124,239.52,0
17,12,2006,9,30,0,11.4,0.136,237.51,0
17,12,2006,9,31,0,11.4,0.136,237.44,0
17,12,2006,9,32,0,11.4,0.134,237.39,0
17,12,2006,9,33,0,10.4,0.112,237.7,0
17,12,2006,9,34,0,1,0.072,238.73,0
17,12,2006,9,35,0,6.8,0.184,239.79,0
17,12,2006,9,36,0,1.8,0.206,240.85,0
17,12,2006,9,37,0,4.8,0.202,240.73,0
17,12,2006,9,38,0,10.4,0.176,238.59,0
17,12,2006,9,39,0,10.4,0.176,238.58,0
17,12,2006,9,40,0,10.4,0.178,239.21,0
17,12,2006,9,41,0,10.4,0.178,239.29,0
17,12,2006,9,42,0,10.2,0.13,238.64,0
17,12,2006,9,43,0,9.6,0.048,239.04,0
17,12,2006,9,44,0,1.4,0.076,241.21,0
17,12,2006,9,45,0,1.4,0,241.1,0
17,12,2006,9,46,0,7.4,0,240.92,0
17,12,2006,9,47,0,9.6,0.05,239.84,0
17,12,2006,9,48,0,9.6,0.052,239.14,0
17,12,2006,9,49,0,9.6,0.052,238.59,0
17,12,2006,9,50,0,9.6,0.054,238.76,0
17,12,2006,9,51,0,9.6,0.052,239.03,0
17,12,2006,9,52,0,9.6,0.052,239.26,0
17,12,2006,9,53,0,3,0,241.82,0
17,12,2006,9,54,0,1.2,0,242.48,0
17,12,2006,9,55,0,8.4,0.046,240.12,0
17,12,2006,9,56,0,9.6,0.054,238.67,0
17,12,2006,9,57,0,9.6,0.056,238.04,0
17,12,2006,9,58,0,9.6,0.056,238.09,0
17,12,2006,9,59,0,9.6,0.054,238.13,0
17,12,2006,10,0,0,9.6,0.054,238.03,0
17,12,2006,10,1,0,2.4,0,240.26,0
17,12,2006,10,2,0,2.4,0,240.15,0
